PATH	NAME	TYPE	NAMESPACE	COMMENT
/expediente/indice/IndiceContenido/CarpetaIndizada/DocumentoIndizado	DocumentoIndizado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/CarpetaIndizada/ExpedienteIndizado	ExpedienteIndizado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/IndiceContenido/CarpetaIndizada/CarpetaIndizada	CarpetaIndizada	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/firmas	firmas	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/firmas/firma	firma	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/firmas/firma/TipoFirma	TipoFirma	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	- TF01 - CSV. - TF02 - XAdES internally detached signature. - TF03 - XAdES enveloped signature. - TF04 - CAdES detached/explicit signature. - TF05 - CAdES attached/implicit signature. - TF06 - PAdES.
/expediente/indice/firmas/firma/ContenidoFirma	ContenidoFirma	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/firmas/firma/ContenidoFirma/CSV	CSV	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/firmas/firma/ContenidoFirma/CSV/ValorCSV	ValorCSV	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/firmas/firma/ContenidoFirma/CSV/RegulacionGeneracionCSV	RegulacionGeneracionCSV	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/firmas/firma/ContenidoFirma/FirmaConCertificado	FirmaConCertificado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/firmas/firma/ContenidoFirma/FirmaConCertificado/FirmaBase64	FirmaBase64	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/firmas/firma/ContenidoFirma/FirmaConCertificado/Signature	Signature	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/indice/firmas/firma/ContenidoFirma/FirmaConCertificado/ReferenciaFirma	ReferenciaFirma	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	Referencia interna al fichero que incluye la firma.
/expediente/metadatosExp	metadatosExp	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/metadatosExp/VersionNTI	VersionNTI	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/metadatosExp/Identificador	Identificador	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/metadatosExp/Organo	Organo	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/metadatosExp/FechaAperturaExpediente	FechaAperturaExpediente	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/metadatosExp/Clasificacion	Clasificacion	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	
/expediente/metadatosExp/Estado	Estado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	- E01 - Abierto. - E02 - Cerrado. - E03 - Índice para remisión cerrado.
/expediente/metadatosExp/Interesado	Interesado	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	Obligatorio cumplimentar si existe un interesado.
/expediente/VisualizacionIndice	VisualizacionIndice	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	Elemento opcional que permite visualizar el contenido completo del expediente (contenido del índice).
/expediente/VisualizacionIndice/DatosXML	DatosXML	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	Contenido en formato XML. En caso de datos XML cuya codificación difiera de la de esta estructura raíz se incluirá una cláusula CDATA.
/expediente/VisualizacionIndice/ValorBinario	ValorBinario	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	Contenido en base64.
/expediente/VisualizacionIndice/referenciaFichero	referenciaFichero	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	Referencia interna al fichero de contenido.
/expediente/VisualizacionIndice/NombreFormato	NombreFormato	element	http://administracionelectronica.gob.es/ENI/XSD/v1.0/expediente-e	El formato del fichero de contenido del documento electrónico atenderá a lo establecido en la NTI de Catálogo de estándares.
